-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/21/2022 through 12/21/2023 
Location: Latitude  -22.9478   Longitude -47.1487 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 755.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,RH2M,PRECTOTCORR,PS,WS10M,WD10M
2023,3,25,5,99.19,0.0,93.03,2.06,129.78
2023,3,25,6,96.12,0.0,93.09,2.38,129.54
2023,3,25,7,87.06,0.0,93.15,2.91,127.36
2023,3,25,8,77.12,0.0,93.2,2.4,128.51
2023,3,25,9,65.56,0.0,93.2,1.46,145.03
2023,3,25,10,58.88,0.0,93.17,0.91,192.37
2023,3,25,11,55.69,0.0,93.1,1.13,230.04
2023,3,25,12,54.06,0.0,93.0,1.38,239.65
2023,3,25,13,53.44,0.0,92.92,1.47,240.98
2023,3,25,14,53.5,0.0,92.84,1.48,239.92
2023,3,25,15,54.62,0.0,92.81,1.48,239.09
2023,3,25,16,58.88,0.0,92.81,1.36,235.03
2023,3,25,17,67.12,0.0,92.86,1.23,221.15
2023,3,25,18,75.31,0.0,92.91,1.45,192.76
2023,3,25,19,81.44,0.0,92.97,1.87,160.96
2023,3,25,20,88.12,0.01,93.03,2.18,134.27
2023,3,25,21,92.31,0.01,93.06,2.32,112.34
2023,3,25,22,94.94,0.01,93.07,2.42,95.19
2023,3,25,23,96.56,0.01,93.05,2.52,82.0
2023,3,26,0,98.06,0.0,93.01,2.5,69.13
2023,3,26,1,98.75,0.0,92.97,2.41,57.03
2023,3,26,2,98.88,0.0,92.95,2.33,44.46
2023,3,26,3,97.94,0.0,92.92,2.31,31.16
2023,3,26,4,97.06,0.0,92.92,2.33,17.95
2023,3,26,5,96.31,0.0,92.93,2.4,9.55
2023,3,26,6,93.19,0.0,92.96,2.54,7.26
2023,3,26,7,82.88,0.0,93.01,3.47,4.0
2023,3,26,8,73.25,0.01,93.06,3.66,345.28
2023,3,26,9,65.69,0.02,93.07,4.6,328.82
2023,3,26,10,62.19,0.03,93.04,4.94,318.4
2023,3,26,11,60.75,0.03,92.99,5.07,312.69
2023,3,26,12,60.31,0.05,92.92,5.12,309.49
2023,3,26,13,60.62,0.04,92.86,4.99,307.43
2023,3,26,14,62.0,0.05,92.82,4.6,305.61
2023,3,26,15,63.81,0.06,92.8,4.02,305.91
2023,3,26,16,69.88,0.05,92.83,2.96,309.53
2023,3,26,17,81.88,0.03,92.86,2.09,317.89
2023,3,26,18,87.56,0.04,92.9,2.13,330.99
2023,3,26,19,88.75,0.06,92.92,2.18,338.77
2023,3,26,20,90.06,0.07,92.96,2.21,341.24
2023,3,26,21,91.44,0.07,92.98,2.18,335.83
2023,3,26,22,92.62,0.08,92.98,2.03,321.24
2023,3,26,23,93.81,0.1,92.96,1.84,294.83
2023,3,27,0,94.38,0.11,92.92,1.61,260.77
2023,3,27,1,94.12,0.14,92.87,1.33,214.44
2023,3,27,2,96.88,0.15,92.84,1.69,168.02
2023,3,27,3,97.81,0.14,92.83,2.29,150.98
2023,3,27,4,97.19,0.08,92.86,3.56,141.95
2023,3,27,5,97.06,0.04,92.92,4.26,136.11
2023,3,27,6,96.38,0.03,92.99,4.66,131.39
2023,3,27,7,92.06,0.02,93.06,5.57,128.45
2023,3,27,8,83.81,0.03,93.1,5.77,125.24
2023,3,27,9,75.19,0.01,93.12,5.31,125.23
2023,3,27,10,70.0,0.01,93.09,4.65,129.82
2023,3,27,11,66.12,0.01,93.05,4.03,134.92
2023,3,27,12,63.56,0.01,92.99,3.91,141.09
2023,3,27,13,62.5,0.01,92.92,4.11,146.31
2023,3,27,14,62.94,0.01,92.88,4.58,147.48
2023,3,27,15,66.0,0.01,92.88,5.35,143.97
2023,3,27,16,70.38,0.01,92.92,6.21,140.72
2023,3,27,17,77.5,0.01,92.98,6.55,138.0
2023,3,27,18,85.81,0.01,93.02,6.23,134.75
2023,3,27,19,90.38,0.0,93.07,5.83,132.18
2023,3,27,20,92.19,0.0,93.11,5.64,130.9
2023,3,27,21,93.06,0.0,93.16,5.46,130.48
2023,3,27,22,93.62,0.0,93.17,5.15,129.34
2023,3,27,23,94.0,0.0,93.15,4.87,126.78
2023,3,28,0,94.31,0.0,93.1,4.94,122.13
2023,3,28,1,94.38,0.0,93.05,4.82,119.23
2023,3,28,2,94.62,0.0,93.01,4.46,117.46
2023,3,28,3,95.31,0.0,93.0,3.93,116.57
2023,3,28,4,95.19,0.0,93.02,3.79,112.7
2023,3,28,5,95.44,0.0,93.05,3.66,108.67
2023,3,28,6,94.62,0.0,93.09,3.7,105.3
2023,3,28,7,86.12,0.0,93.13,4.17,94.73
2023,3,28,8,76.5,0.0,93.15,3.67,76.97
2023,3,28,9,69.44,0.01,93.13,2.52,49.78
2023,3,28,10,64.94,0.08,93.08,1.81,3.22
2023,3,28,11,62.5,0.12,93.01,1.97,323.86
2023,3,28,12,61.56,0.14,92.95,2.48,301.58
2023,3,28,13,62.19,0.2,92.89,2.81,290.2
2023,3,28,14,64.06,0.17,92.85,2.85,280.57
2023,3,28,15,66.19,0.21,92.85,2.41,269.07
2023,3,28,16,72.38,0.32,92.88,1.55,239.68
2023,3,28,17,79.88,0.43,92.92,1.57,187.13
2023,3,28,18,90.38,0.38,92.96,2.13,149.76
2023,3,28,19,91.81,0.26,93.01,3.15,133.39
2023,3,28,20,94.69,0.1,93.05,4.19,123.45
2023,3,28,21,96.38,0.02,93.06,4.37,115.6
2023,3,28,22,96.12,0.01,93.04,4.38,109.47
2023,3,28,23,96.06,0.01,93.01,4.37,102.92
2023,3,29,0,96.25,0.01,92.97,4.23,96.15
2023,3,29,1,96.44,0.01,92.94,3.76,90.71
2023,3,29,2,96.56,0.0,92.91,3.11,85.97
2023,3,29,3,96.69,0.0,92.9,2.55,79.96
2023,3,29,4,97.0,0.01,92.91,2.15,69.13
2023,3,29,5,97.44,0.01,92.95,1.91,55.99
2023,3,29,6,96.56,0.0,93.0,2.09,44.7
2023,3,29,7,91.88,0.0,93.06,2.7,36.41
2023,3,29,8,84.75,0.03,93.11,2.4,17.79
2023,3,29,9,72.0,0.22,93.12,3.45,344.77
2023,3,29,10,67.56,0.32,93.1,3.88,331.27
2023,3,29,11,67.88,0.5,93.08,3.96,323.18
2023,3,29,12,69.62,0.55,93.04,3.82,318.65
2023,3,29,13,72.5,0.59,93.0,3.52,317.7
2023,3,29,14,75.19,0.45,92.96,3.11,318.15
2023,3,29,15,78.5,0.49,92.95,2.5,320.19
2023,3,29,16,83.38,0.39,92.98,1.77,323.99
2023,3,29,17,89.19,0.34,93.02,1.23,331.48
2023,3,29,18,84.94,0.16,93.04,0.71,349.92
2023,3,29,19,84.56,0.32,93.08,0.49,60.59
2023,3,29,20,87.31,0.33,93.13,0.84,79.84
2023,3,29,21,88.69,0.17,93.16,0.98,73.87
2023,3,29,22,89.88,0.14,93.17,1.05,59.04
2023,3,29,23,91.75,0.13,93.16,1.15,40.6
2023,3,30,0,93.31,0.08,93.13,1.29,24.39
2023,3,30,1,94.81,0.05,93.09,1.42,8.53
2023,3,30,2,96.25,0.02,93.07,1.55,355.96
2023,3,30,3,97.81,0.04,93.03,1.65,348.26
2023,3,30,4,99.56,0.03,93.03,1.77,344.68
2023,3,30,5,100.0,0.05,93.05,1.78,343.4
2023,3,30,6,99.06,0.06,93.1,1.86,348.83
2023,3,30,7,94.69,0.09,93.15,2.31,349.49
2023,3,30,8,85.56,0.11,93.22,2.29,324.74
2023,3,30,9,74.38,0.01,93.22,2.87,319.08
2023,3,30,10,67.31,0.01,93.19,3.46,318.94
2023,3,30,11,63.5,0.01,93.12,3.92,317.99
2023,3,30,12,61.94,0.01,93.05,4.07,313.75
2023,3,30,13,61.88,0.01,92.97,3.86,309.17
2023,3,30,14,62.69,0.02,92.91,3.51,305.21
2023,3,30,15,65.06,0.03,92.88,2.92,300.07
2023,3,30,16,70.81,0.03,92.89,1.95,296.46
2023,3,30,17,79.25,0.03,92.92,1.37,293.8
2023,3,30,18,75.25,0.03,92.95,0.94,299.98
2023,3,30,19,72.44,0.03,92.99,0.48,343.93
2023,3,30,20,76.62,0.02,93.04,0.8,43.41
2023,3,30,21,81.81,0.02,93.06,1.41,44.78
2023,3,30,22,87.75,0.02,93.05,1.85,34.83
2023,3,30,23,91.56,0.01,93.01,2.1,23.42
2023,3,31,0,94.06,0.01,92.95,2.2,13.35
2023,3,31,1,96.38,0.01,92.89,2.22,5.85
2023,3,31,2,98.69,0.01,92.84,2.22,0.0
2023,3,31,3,100.0,0.01,92.82,2.17,350.67
2023,3,31,4,100.0,0.01,92.85,2.11,336.47
2023,3,31,5,100.0,0.01,92.89,2.0,328.61
2023,3,31,6,99.44,0.01,92.96,2.07,322.05
2023,3,31,7,92.12,0.01,93.03,2.47,316.15
2023,3,31,8,82.0,0.02,93.08,2.38,291.35
2023,3,31,9,73.25,0.31,93.09,2.78,285.68
2023,3,31,10,69.69,0.27,93.06,3.04,291.56
2023,3,31,11,67.38,0.3,93.01,3.17,293.85
2023,3,31,12,65.75,0.32,92.93,3.33,291.15
2023,3,31,13,65.31,0.21,92.86,3.48,285.63
2023,3,31,14,65.62,0.18,92.8,3.52,281.78
2023,3,31,15,67.25,0.11,92.78,3.32,280.73
2023,3,31,16,71.75,0.11,92.8,2.75,279.65
2023,3,31,17,83.88,0.07,92.85,1.7,276.05
2023,3,31,18,85.12,0.08,92.88,1.47,266.04
2023,3,31,19,81.56,0.14,92.93,0.99,245.85
2023,3,31,20,79.31,0.2,92.97,0.58,194.04
2023,3,31,21,83.19,0.21,92.98,0.69,131.31
2023,3,31,22,86.06,0.18,92.95,0.97,103.92
2023,3,31,23,89.38,0.08,92.91,1.2,85.52
2023,4,1,0,91.88,0.02,92.85,1.22,69.83
2023,4,1,1,92.69,0.02,92.8,1.13,52.33
2023,4,1,2,93.44,0.01,92.75,1.03,35.39
2023,4,1,3,94.75,0.01,92.73,0.93,20.73
2023,4,1,4,94.81,0.02,92.73,0.89,7.06
2023,4,1,5,95.5,0.05,92.77,0.82,351.79
2023,4,1,6,96.25,0.06,92.82,0.69,338.08
2023,4,1,7,93.06,0.03,92.88,0.72,291.57
2023,4,1,8,75.75,0.0,92.93,2.05,236.37
2023,4,1,9,65.31,0.0,92.93,2.67,230.82
2023,4,1,10,59.81,0.0,92.89,2.89,229.38
2023,4,1,11,56.5,0.0,92.83,2.84,229.47
2023,4,1,12,54.56,0.0,92.75,2.78,225.91
2023,4,1,13,53.88,0.0,92.68,2.84,217.97
2023,4,1,14,54.56,0.0,92.61,2.9,207.95
2023,4,1,15,57.0,0.01,92.58,2.92,194.41
2023,4,1,16,62.94,0.03,92.6,2.9,177.07
2023,4,1,17,77.25,0.06,92.67,2.7,160.88
2023,4,1,18,84.88,0.09,92.74,3.5,148.62
2023,4,1,19,88.25,0.09,92.83,5.15,141.84
2023,4,1,20,92.62,0.06,92.92,5.55,139.85
2023,4,1,21,93.31,0.04,92.97,5.69,136.11
2023,4,1,22,93.31,0.02,92.97,5.57,134.49
2023,4,1,23,92.19,0.02,92.96,5.92,135.91
2023,4,2,0,91.62,0.01,92.94,6.19,137.61
2023,4,2,1,91.69,0.01,92.92,6.05,138.19
2023,4,2,2,92.56,0.01,92.9,5.49,136.44
2023,4,2,3,93.12,0.0,92.89,5.04,137.2
2023,4,2,4,93.19,0.0,92.9,4.92,137.06
2023,4,2,5,92.81,0.01,92.94,4.83,137.88
2023,4,2,6,92.0,0.0,93.01,4.85,133.56
2023,4,2,7,86.19,0.01,93.09,5.34,132.63
2023,4,2,8,77.75,0.01,93.15,5.61,129.92
2023,4,2,9,71.81,0.0,93.17,5.31,128.42
2023,4,2,10,67.62,0.0,93.15,4.84,129.17
2023,4,2,11,64.88,0.0,93.1,4.43,132.72
2023,4,2,12,63.12,0.0,93.02,4.18,138.11
2023,4,2,13,62.0,0.0,92.94,4.08,143.72
2023,4,2,14,61.88,0.0,92.89,4.21,147.43
2023,4,2,15,63.12,0.0,92.88,4.55,147.13
2023,4,2,16,67.06,0.0,92.91,4.95,143.27
2023,4,2,17,74.88,0.0,92.97,5.08,139.55
2023,4,2,18,84.12,0.0,93.03,5.22,136.34
2023,4,2,19,89.94,0.0,93.09,5.29,134.1
2023,4,2,20,93.19,0.0,93.14,5.06,133.37
2023,4,2,21,95.19,0.0,93.17,4.88,133.96
2023,4,2,22,95.81,0.0,93.16,4.94,131.73
2023,4,2,23,96.25,0.0,93.13,4.64,129.61
2023,4,3,0,96.62,0.0,93.08,4.24,128.12
2023,4,3,1,96.69,0.0,93.03,3.95,125.51
2023,4,3,2,97.19,0.0,92.98,3.56,122.26
2023,4,3,3,97.56,0.0,92.94,3.17,120.17
2023,4,3,4,97.81,0.0,92.93,2.93,117.45
2023,4,3,5,98.19,0.0,92.95,2.83,110.54
2023,4,3,6,96.38,0.0,93.0,3.12,104.66
2023,4,3,7,87.75,0.0,93.05,3.57,94.26
2023,4,3,8,78.25,0.0,93.09,3.13,76.28
2023,4,3,9,70.94,0.0,93.09,2.29,44.45
2023,4,3,10,65.81,0.0,93.06,1.83,352.15
2023,4,3,11,62.31,0.0,93.01,2.27,310.11
2023,4,3,12,60.94,0.0,92.94,2.75,290.65
2023,4,3,13,60.0,0.0,92.88,2.91,278.48
2023,4,3,14,59.06,0.0,92.83,2.73,268.52
2023,4,3,15,59.44,0.0,92.8,2.32,255.96
2023,4,3,16,62.69,0.0,92.79,1.81,231.15
2023,4,3,17,77.62,0.0,92.82,1.56,184.31
2023,4,3,18,85.88,0.0,92.85,2.23,149.48
2023,4,3,19,88.12,0.0,92.88,2.82,124.84
2023,4,3,20,91.19,0.0,92.94,3.59,114.44
2023,4,3,21,95.12,0.0,92.98,3.88,108.43
2023,4,3,22,97.5,0.0,92.99,3.6,103.04
2023,4,3,23,97.81,0.0,92.96,3.31,100.06
2023,4,4,0,98.06,0.0,92.93,2.83,93.33
2023,4,4,1,98.69,0.0,92.9,2.32,83.23
2023,4,4,2,99.38,0.0,92.87,1.97,72.5
2023,4,4,3,100.0,0.0,92.84,1.75,60.92
2023,4,4,4,100.0,0.0,92.83,1.64,47.12
2023,4,4,5,100.0,0.0,92.88,1.67,31.38
2023,4,4,6,100.0,0.0,92.94,1.98,16.01
2023,4,4,7,89.88,0.0,93.02,2.79,355.98
2023,4,4,8,78.81,0.0,93.07,3.23,333.56
2023,4,4,9,70.69,0.04,93.06,3.68,323.88
2023,4,4,10,65.81,0.02,93.03,3.9,317.43
2023,4,4,11,62.56,0.03,92.96,3.83,309.79
2023,4,4,12,61.06,0.03,92.87,3.63,300.54
2023,4,4,13,60.69,0.03,92.78,3.3,290.54
2023,4,4,14,60.5,0.02,92.71,2.91,281.79
2023,4,4,15,61.19,0.02,92.68,2.46,274.01
2023,4,4,16,63.94,0.02,92.69,2.04,258.95
2023,4,4,17,76.31,0.02,92.74,1.52,224.79
2023,4,4,18,85.12,0.01,92.79,1.96,184.12
2023,4,4,19,87.75,0.0,92.84,2.42,158.99
2023,4,4,20,90.56,0.0,92.9,2.68,141.26
2023,4,4,21,94.56,0.0,92.94,3.03,127.87
2023,4,4,22,98.81,0.0,92.95,3.04,118.41
2023,4,4,23,100.0,0.0,92.94,2.93,112.88
2023,4,5,0,100.0,0.0,92.91,2.89,107.6
2023,4,5,1,100.0,0.0,92.86,2.69,101.73
2023,4,5,2,100.0,0.0,92.81,2.4,99.19
2023,4,5,3,100.0,0.0,92.79,2.32,96.96
2023,4,5,4,100.0,0.0,92.81,2.32,95.4
2023,4,5,5,100.0,0.0,92.86,2.24,97.22
2023,4,5,6,99.88,0.0,92.93,2.38,101.16
2023,4,5,7,90.06,0.0,93.01,3.08,105.45
2023,4,5,8,75.81,0.0,93.07,2.68,111.34
2023,4,5,9,58.31,0.0,93.09,2.28,112.35
2023,4,5,10,50.62,0.0,93.05,1.67,120.28
2023,4,5,11,46.56,0.0,93.0,1.41,154.0
2023,4,5,12,44.94,0.0,92.92,2.03,180.44
2023,4,5,13,45.0,0.0,92.84,2.71,181.49
2023,4,5,14,46.12,0.0,92.77,3.11,171.34
2023,4,5,15,48.69,0.0,92.74,3.48,158.27
2023,4,5,16,55.56,0.0,92.75,3.7,148.66
2023,4,5,17,71.44,0.0,92.79,3.45,144.58
2023,4,5,18,80.69,0.0,92.87,4.56,141.54
2023,4,5,19,87.25,0.0,92.96,5.15,138.45
2023,4,5,20,92.69,0.0,93.03,4.71,135.4
2023,4,5,21,95.94,0.01,93.06,4.27,131.89
2023,4,5,22,97.31,0.01,93.07,4.23,128.86
2023,4,5,23,97.56,0.01,93.05,4.31,125.71
2023,4,6,0,97.75,0.01,93.01,4.18,126.04
2023,4,6,1,97.75,0.01,92.96,4.05,127.16
2023,4,6,2,97.75,0.01,92.92,3.91,127.21
2023,4,6,3,97.75,0.02,92.9,3.74,126.51
2023,4,6,4,97.81,0.02,92.91,3.62,125.78
2023,4,6,5,97.94,0.03,92.96,3.6,124.21
2023,4,6,6,96.94,0.02,93.0,3.88,119.97
2023,4,6,7,91.19,0.01,93.05,4.66,114.67
2023,4,6,8,81.12,0.01,93.09,4.69,105.36
2023,4,6,9,71.62,0.07,93.07,3.91,93.55
2023,4,6,10,65.62,0.1,93.03,2.74,77.63
2023,4,6,11,61.25,0.12,92.96,1.65,55.63
2023,4,6,12,59.06,0.15,92.88,0.87,17.29
2023,4,6,13,58.5,0.19,92.8,0.81,319.7
2023,4,6,14,59.31,0.22,92.73,1.1,284.04
2023,4,6,15,61.25,0.2,92.7,1.0,243.03
2023,4,6,16,67.5,0.2,92.7,1.42,177.17
2023,4,6,17,79.62,0.22,92.74,2.33,155.24
2023,4,6,18,88.44,0.18,92.8,3.21,143.02
2023,4,6,19,92.0,0.09,92.87,4.61,132.12
2023,4,6,20,94.69,0.05,92.94,4.9,124.68
2023,4,6,21,95.38,0.03,92.95,4.73,120.17
2023,4,6,22,95.5,0.01,92.94,4.44,117.78
2023,4,6,23,96.25,0.01,92.92,3.88,119.56
2023,4,7,0,96.44,0.01,92.88,3.92,118.81
2023,4,7,1,96.44,0.02,92.83,3.88,115.02
2023,4,7,2,96.44,0.04,92.79,3.68,110.4
2023,4,7,3,96.44,0.06,92.77,3.65,103.74
2023,4,7,4,96.38,0.11,92.78,3.3,99.69
2023,4,7,5,96.62,0.12,92.81,2.96,98.67
2023,4,7,6,96.62,0.16,92.85,3.1,98.99
2023,4,7,7,95.31,0.14,92.89,3.38,93.18
2023,4,7,8,92.94,0.1,92.94,2.93,80.19
2023,4,7,9,89.19,0.23,92.95,2.55,57.14
2023,4,7,10,86.0,0.66,92.91,2.56,31.02
2023,4,7,11,83.69,1.15,92.85,3.24,6.37
2023,4,7,12,84.44,1.53,92.8,3.71,352.01
2023,4,7,13,87.62,1.8,92.75,3.64,343.78
2023,4,7,14,90.56,1.91,92.7,3.26,337.49
2023,4,7,15,93.5,1.66,92.67,2.72,332.48
2023,4,7,16,95.88,1.33,92.67,2.06,319.61
2023,4,7,17,97.5,1.02,92.71,1.93,294.17
2023,4,7,18,97.62,0.68,92.75,2.4,262.34
2023,4,7,19,97.44,0.55,92.84,2.57,234.28
2023,4,7,20,97.88,0.47,92.9,1.95,212.93
2023,4,7,21,98.19,0.2,92.91,1.69,198.35
2023,4,7,22,98.25,0.03,92.89,1.48,189.71
2023,4,7,23,98.12,0.01,92.84,1.32,183.75
2023,4,8,0,97.88,0.02,92.81,1.22,181.47
2023,4,8,1,97.94,0.03,92.78,1.25,181.07
2023,4,8,2,98.0,0.03,92.75,1.26,169.32
2023,4,8,3,98.31,0.03,92.72,1.24,156.66
2023,4,8,4,98.38,0.03,92.73,1.29,149.1
2023,4,8,5,98.38,0.05,92.77,1.3,145.54
2023,4,8,6,98.19,0.05,92.84,1.14,135.83
2023,4,8,7,95.19,0.05,92.93,1.51,110.97
2023,4,8,8,90.06,0.06,93.0,1.62,97.74
2023,4,8,9,83.5,0.02,93.01,1.43,96.58
2023,4,8,10,78.88,0.02,93.0,0.97,104.04
2023,4,8,11,76.38,0.02,92.98,0.79,129.01
2023,4,8,12,73.56,0.02,92.93,0.87,128.1
2023,4,8,13,72.44,0.04,92.87,1.18,120.64
2023,4,8,14,73.81,0.05,92.82,1.82,118.22
2023,4,8,15,76.31,0.06,92.82,2.66,119.72
2023,4,8,16,82.5,0.07,92.85,3.09,121.88
2023,4,8,17,90.12,0.08,92.9,3.13,122.07
2023,4,8,18,93.69,0.1,92.95,3.88,117.34
2023,4,8,19,94.31,0.12,93.01,4.83,107.41
2023,4,8,20,94.69,0.13,93.06,5.15,100.66
2023,4,8,21,95.19,0.13,93.1,4.74,102.0
2023,4,8,22,95.12,0.11,93.13,4.47,107.8
2023,4,8,23,95.12,0.09,93.13,4.77,110.13
2023,4,9,0,95.25,0.07,93.09,5.07,108.52
2023,4,9,1,95.44,0.04,93.06,4.88,108.49
2023,4,9,2,95.62,0.03,93.03,4.59,114.12
2023,4,9,3,95.38,0.02,93.03,4.61,117.91
2023,4,9,4,95.06,0.01,93.05,4.69,118.36
2023,4,9,5,95.0,0.01,93.09,4.77,117.49
2023,4,9,6,94.94,0.01,93.14,4.88,115.21
2023,4,9,7,93.56,0.01,93.2,5.01,112.65
2023,4,9,8,89.88,0.01,93.26,5.18,107.75
2023,4,9,9,85.62,0.1,93.31,5.07,103.01
2023,4,9,10,82.81,0.11,93.3,4.7,102.58
2023,4,9,11,80.31,0.1,93.25,4.38,106.27
2023,4,9,12,79.38,0.07,93.2,4.16,113.34
2023,4,9,13,79.69,0.08,93.14,4.4,121.26
2023,4,9,14,80.44,0.11,93.09,4.98,125.74
2023,4,9,15,81.75,0.1,93.09,5.56,126.44
2023,4,9,16,84.69,0.05,93.11,5.79,126.82
2023,4,9,17,88.94,0.03,93.14,5.44,127.76
2023,4,9,18,92.94,0.01,93.17,5.31,127.95
2023,4,9,19,94.19,0.01,93.22,5.54,125.64
2023,4,9,20,94.75,0.01,93.26,5.55,121.99
2023,4,9,21,95.06,0.01,93.29,5.58,119.08
2023,4,9,22,94.5,0.01,93.31,5.69,114.77
2023,4,9,23,95.0,0.01,93.3,5.26,111.5
2023,4,10,0,96.12,0.01,93.27,4.79,109.91
2023,4,10,1,96.88,0.01,93.24,4.18,110.91
2023,4,10,2,97.25,0.01,93.2,4.02,111.93
2023,4,10,3,97.44,0.01,93.17,3.97,113.04
2023,4,10,4,97.5,0.01,93.17,3.92,113.96
2023,4,10,5,97.38,0.0,93.19,4.16,110.78
2023,4,10,6,96.69,0.0,93.24,4.27,109.56
2023,4,10,7,89.88,0.0,93.3,5.15,105.66
2023,4,10,8,78.56,0.0,93.35,5.3,101.99
2023,4,10,9,69.5,0.0,93.38,4.71,101.68
2023,4,10,10,63.12,0.0,93.37,3.98,104.2
2023,4,10,11,58.75,0.0,93.33,3.47,111.83
2023,4,10,12,56.44,0.0,93.26,3.39,124.09
2023,4,10,13,56.0,0.0,93.19,3.73,133.9
2023,4,10,14,57.0,0.0,93.14,4.36,137.91
2023,4,10,15,60.06,0.0,93.12,5.07,138.81
2023,4,10,16,64.56,0.0,93.16,5.81,138.55
2023,4,10,17,72.38,0.0,93.22,5.77,138.73
2023,4,10,18,81.56,0.0,93.26,5.5,137.99
2023,4,10,19,87.25,0.0,93.31,5.3,135.06
2023,4,10,20,91.88,0.0,93.36,4.8,131.77
2023,4,10,21,94.69,0.0,93.36,4.55,128.66
2023,4,10,22,96.06,0.0,93.34,4.5,125.9
2023,4,10,23,96.56,0.0,93.29,4.4,124.23
2023,4,11,0,96.81,0.0,93.24,4.22,122.22
2023,4,11,1,97.0,0.0,93.18,3.96,120.87
2023,4,11,2,97.19,0.0,93.13,3.73,120.06
2023,4,11,3,97.31,0.0,93.08,3.55,118.26
2023,4,11,4,97.31,0.0,93.05,3.35,115.25
2023,4,11,5,97.25,0.0,93.08,3.09,110.4
2023,4,11,6,95.81,0.0,93.13,3.18,104.51
2023,4,11,7,89.12,0.0,93.19,3.22,93.06
2023,4,11,8,80.56,0.0,93.24,2.64,75.1
2023,4,11,9,73.0,0.0,93.26,1.92,41.21
2023,4,11,10,68.19,0.0,93.21,1.66,356.76
2023,4,11,11,64.62,0.0,93.13,1.87,333.22
2023,4,11,12,62.56,0.0,93.04,1.99,320.43
2023,4,11,13,61.62,0.0,92.95,2.05,312.21
2023,4,11,14,61.75,0.0,92.88,1.95,306.18
2023,4,11,15,62.56,0.0,92.85,1.66,302.12
2023,4,11,16,65.5,0.0,92.84,1.28,292.97
2023,4,11,17,75.94,0.0,92.87,0.65,255.29
2023,4,11,18,80.06,0.0,92.9,1.11,178.39
2023,4,11,19,88.31,0.0,92.94,1.83,148.41
2023,4,11,20,91.44,0.0,92.98,2.18,129.33
2023,4,11,21,92.81,0.0,93.0,2.47,115.03
2023,4,11,22,94.5,0.0,93.0,2.75,104.47
2023,4,11,23,96.81,0.0,92.98,2.64,95.27
2023,4,12,0,98.5,0.0,92.95,2.29,86.29
2023,4,12,1,98.75,0.0,92.91,2.05,76.55
2023,4,12,2,99.0,0.0,92.87,1.94,63.12
2023,4,12,3,98.88,0.0,92.86,1.9,48.0
2023,4,12,4,98.75,0.0,92.87,1.91,35.32
2023,4,12,5,98.94,0.0,92.91,1.95,27.38
2023,4,12,6,97.38,0.0,92.97,1.95,21.42
2023,4,12,7,86.75,0.0,93.02,2.71,15.36
2023,4,12,8,76.75,0.0,93.06,2.57,354.76
2023,4,12,9,69.62,0.09,93.05,2.84,333.72
2023,4,12,10,65.25,0.08,93.01,2.85,322.57
2023,4,12,11,63.31,0.1,92.94,2.84,313.1
2023,4,12,12,62.44,0.12,92.86,2.88,304.51
2023,4,12,13,62.44,0.15,92.78,2.95,301.12
2023,4,12,14,63.25,0.14,92.72,2.86,299.22
2023,4,12,15,64.94,0.09,92.69,2.55,295.55
2023,4,12,16,70.12,0.09,92.7,1.98,289.58
2023,4,12,17,82.62,0.07,92.75,1.33,289.5
2023,4,12,18,81.12,0.06,92.78,0.91,291.71
2023,4,12,19,77.5,0.05,92.82,0.1,26.57
2023,4,12,20,82.06,0.05,92.86,0.98,86.34
2023,4,12,21,88.38,0.03,92.88,1.6,75.28
2023,4,12,22,92.94,0.03,92.87,1.95,64.66
2023,4,12,23,95.5,0.04,92.85,2.09,53.34
2023,4,13,0,97.31,0.06,92.82,2.11,36.87
2023,4,13,1,98.94,0.06,92.76,2.11,19.71
2023,4,13,2,100.0,0.06,92.7,2.13,3.79
2023,4,13,3,100.0,0.04,92.68,2.2,351.01
2023,4,13,4,100.0,0.04,92.68,2.14,342.56
2023,4,13,5,100.0,0.03,92.71,2.08,337.0
2023,4,13,6,100.0,0.02,92.76,2.01,339.81
2023,4,13,7,96.12,0.03,92.8,2.84,345.2
2023,4,13,8,91.62,0.06,92.85,3.11,333.43
2023,4,13,9,84.94,0.93,92.85,3.37,325.57
2023,4,13,10,77.94,0.69,92.82,3.48,318.91
2023,4,13,11,72.44,0.59,92.77,3.62,311.94
2023,4,13,12,69.44,0.57,92.72,3.59,305.62
2023,4,13,13,68.5,0.59,92.65,3.21,301.56
2023,4,13,14,68.38,0.67,92.6,2.67,299.04
2023,4,13,15,69.38,0.54,92.57,2.09,297.43
2023,4,13,16,72.44,0.44,92.56,1.41,296.99
2023,4,13,17,77.62,0.28,92.59,0.73,305.89
